3925,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-69,-110,-110,-110,-86,-110,-110,-110,-110,-110,-59,-110,-86,-110,-110,-110,-110,-110,-110,-66,-110,-110,-55,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-32,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-82,-35,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-52,-110,-110,-110,-110,-110,-62,-110,-110,-110,-110,-88,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-68,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-74,-110,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-110,0,0.584779969
1955,-110,-110,-110,-110,-110,-110,-110,-77,-89,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-77,-82,-110,-110,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-54,-83,-110,-110,-110,-110,-110,-110,-110,-63,-110,-110,-53,-76,-89,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-55,-110,-110,-83,-110,-110,-88,-110,-110,-83,-110,-110,-83,-110,-110,-110,-110,-26,-110,-110,-110,-110,-110,-110,-74,-110,-87,-89,-110,-80,-89,-110,-110,-110,-110,-110,-110,-86,-77,-39,-110,-110,-110,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-51,-110,-110,-110,-110,-110,-56,-86,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-84,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-110,-50,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-110,-67,-110,-110,-110,-110,-54,-110,-110,-110,-110,-110,-110,-110,1,0.165714749
3490,-110,-110,-110,-110,-110,-110,-110,-60,-110,-110,-59,-110,-110,-110,-110,-110,-110,-51,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-89,-110,-110,-110,-110,-67,-110,-110,-76,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-110,-82,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-79,-71,-110,-110,-82,-110,-62,-110,-88,-110,-110,-67,-110,-64,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-85,-110,-110,-110,-110,-110,-70,-70,-110,-86,-110,-110,-110,-110,-85,-110,-110,-110,-110,-89,-110,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-81,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-85,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-55,-110,-110,-77,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-56,-88,-110,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,3,0.930707113
2937,-110,-85,-110,-44,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-65,-110,-110,-110,-110,-110,-110,-110,-110,-75,-110,-52,-110,-110,-110,-110,-46,-110,-110,-110,-110,-110,-110,-110,-110,-62,-59,-110,-110,-110,-110,-110,-62,-85,-110,-110,-110,-110,-56,-110,-110,-110,-110,-55,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-54,-50,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,-40,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-60,-110,-110,-110,-78,-80,-110,-110,-110,-110,-54,-110,-110,-110,-68,-110,-110,-110,-110,-110,-69,-59,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-72,-85,-110,-110,-110,-110,-110,-77,-110,-60,-110,-87,-110,-58,-110,-52,-110,-110,-110,-110,-110,-110,4,0.628134791
3845,-110,-110,-110,-110,-110,-110,-110,-110,-83,-110,-60,-110,-59,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-89,-110,-73,-110,-110,-110,-65,-110,-110,-110,-110,-110,-110,-110,-110,-70,-110,-60,-110,-110,-110,-110,-57,-110,-110,-110,-110,-86,-72,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-110,-110,-55,-36,-110,-110,-110,-110,-110,-110,-76,-110,-110,-78,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-63,-53,-87,-110,-110,-72,-80,-80,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-56,-110,-90,-56,-110,-110,-110,-110,-110,-110,-110,-53,-110,-110,-110,-110,-77,-110,-110,-110,-110,-59,-110,-110,-110,-70,-110,-110,-110,-110,-110,-43,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-85,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-54,-56,-110,-110,-110,-77,-110,-52,-110,-110,-110,-110,-110,-110,5,0.134740031
3769,-110,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-47,-110,-74,-110,-85,-110,-110,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-85,-110,-110,-90,-110,-110,-110,-110,-71,-110,-110,-76,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-110,-86,-110,-110,-110,-110,-75,-110,-110,-110,-79,-89,-75,-110,-110,-110,-110,-110,-72,-110,-110,-110,-110,-73,-110,-110,-110,-110,-90,-110,-110,-110,-88,-110,-110,-110,-110,-69,-90,-110,-49,-110,-110,-110,-75,-68,-68,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-81,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-89,-110,-110,-110,-80,-110,-110,-110,-110,-85,-110,-79,-110,-110,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-57,-110,-110,-87,-110,-110,-110,-110,-110,-110,-78,-110,-110,-71,-110,-61,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,3,0.544108233
1999,-110,-110,-110,-110,-110,-110,-110,-70,-110,-110,-68,-110,-110,-110,-110,-78,-110,-69,-110,-110,-110,-88,-110,-110,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-76,-110,-84,-110,-110,-110,-110,-110,-110,-76,-110,-110,-73,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-110,-110,-87,-110,-110,-91,-110,-110,-110,-110,-49,-82,-110,-110,-89,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87,-110,-87,-67,-84,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-92,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-75,-110,-88,-110,-89,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-73,-110,-110,-110,-110,2,0.72985349
3546,-110,-88,-110,-60,-110,-110,-110,-66,-81,-110,-72,-110,-51,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,-110,-110,-75,-74,-110,-110,-110,-88,-110,-53,-110,-110,-85,-110,-87,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-76,-58,-56,-110,-110,-110,-110,-110,-110,-69,-110,-78,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-87,-110,-110,-74,-60,-110,-110,-110,-76,-88,-78,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-71,-110,-110,-110,-110,-110,-110,-69,-110,-110,-60,-110,-110,-110,-110,-80,-110,-110,-55,-110,-110,-110,-57,-80,-110,-110,-110,-110,-58,-110,-110,-110,-72,-110,-110,-110,-110,-110,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-78,-110,-110,-110,-110,-110,-110,-110,-64,-72,-110,-110,-110,-73,-110,-55,-110,-110,-75,-110,-110,-110,5,0.596075002
1106,-110,-110,-110,-110,-110,-110,-110,-110,-83,-110,-64,-110,-54,-110,-110,-88,-110,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-89,-110,-110,-80,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-110,-110,-75,-77,-110,-110,-110,-86,-110,-61,-110,-110,-110,-110,-110,-110,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-61,-33,-110,-61,-110,-110,-110,-110,-78,-110,-110,-82,-110,-110,-110,-110,-77,-110,-110,-110,-110,-87,-110,-110,-70,-61,-110,-110,-110,-73,-110,-83,-110,-110,-110,-110,-110,-110,-83,-110,-82,-110,-110,-110,-88,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-58,-110,-110,-58,-110,-110,-68,-110,-110,-81,-110,-56,-110,-88,-110,-57,-110,-110,-110,-110,-110,-64,-86,-110,-110,-71,-110,-110,-110,-110,-110,-56,-79,-87,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-57,-70,-110,-110,-110,-84,-110,-54,-110,-110,-110,-110,-110,-110,5,0.358892578
3247,-110,-110,-110,-110,-110,-110,-110,-58,-84,-110,-60,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-64,-110,-110,-110,-110,-110,-110,-110,-110,-71,-110,-50,-110,-110,-110,-110,-50,-110,-110,-110,-110,-83,-110,-110,-110,-60,-63,-110,-110,-110,-110,-110,-69,-83,-110,-67,-64,-110,-61,-110,-110,-110,-110,-58,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-53,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-52,-110,-110,-110,-110,-110,-110,-36,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-55,-110,-110,-110,-73,-110,-67,-110,-110,-110,-62,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-82,-110,-110,-79,-110,-110,-110,-110,-110,-62,-79,-58,-110,-110,-110,-110,-110,-110,4,0.170817388
